,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,HPAPeaksPause98CPU60,DM98CPU60RT500,,145.72,146.64,146.04,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,5310,5349,5331,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,,original,,,,3815,-15533,0.75,73,76
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893562,1,0,99.42893562,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893304,1,0,99.42893304,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42889987,1,0,99.42889987,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42889573,1,0,99.42889573,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4288698,1,0,99.4288698,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901399,1,0,99.42901399,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901433,1,0,99.42901433,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4289861,1,0,99.4289861,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898521,1,0,99.42898521,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896286,1,0,99.42896286,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42895452,1,0,99.42895452,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42892231,1,0,99.42892231,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42889772,1,0,99.42889772,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42889356,1,0,99.42889356,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42886763,1,0,99.42886763,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42903292,1,0,99.42903292,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900539,1,0,99.42900539,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898398,1,0,99.42898398,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898318,1,0,99.42898318,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4289545,1,0,99.4289545,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42895248,1,0,99.42895248,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42892029,1,0,99.42892029,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4288957,1,0,99.4288957,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42889153,1,0,99.42889153,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42885772,1,0,99.42885772,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4290309,1,0,99.4290309,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900337,1,0,99.42900337,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900303,1,0,99.42900303,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898116,1,0,99.42898116,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42895249,1,0,99.42895249,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42895046,1,0,99.42895046,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42891828,1,0,99.42891828,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42891474,1,0,99.42891474,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42888951,1,0,99.42888951,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42885571,1,0,99.42885571,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42902886,1,0,99.42902886,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900135,1,0,99.42900135,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900099,1,0,99.42900099,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42897913,1,0,99.42897913,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42895047,1,0,99.42895047,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42894841,1,0,99.42894841,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42891625,1,0,99.42891625,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42891269,1,0,99.42891269,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42888744,1,0,99.42888744,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42885367,1,0,99.42885367,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42902679,1,0,99.42902679,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899929,1,0,99.42899929,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4289989,1,0,99.4289989,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42897699,1,0,99.42897699,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896931,1,0,99.42896931,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893805,1,0,99.42893805,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42891412,1,0,99.42891412,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42891054,1,0,99.42891054,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42888534,1,0,99.42888534,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42887252,1,0,99.42887252,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901812,1,0,99.42901812,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4289972,1,0,99.4289972,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899678,1,0,99.42899678,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42897497,1,0,99.42897497,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896726,1,0,99.42896726,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893602,1,0,99.42893602,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4289121,1,0,99.4289121,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42890849,1,0,99.42890849,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4288757,1,0,99.4288757,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42887047,1,0,99.42887047,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901608,1,0,99.42901608,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901609,1,0,99.42901609,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899473,1,0,99.42899473,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4289668,1,0,99.4289668,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4289652,1,0,99.4289652,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893397,1,0,99.42893397,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893096,1,0,99.42893096,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42890645,1,0,99.42890645,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42887369,1,0,99.42887369,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42886843,1,0,99.42886843,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901405,1,0,99.42901405,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901404,1,0,99.42901404,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899272,1,0,99.42899272,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896481,1,0,99.42896481,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896319,1,0,99.42896319,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893197,1,0,99.42893197,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42892894,1,0,99.42892894,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42890433,1,0,99.42890433,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42887157,1,0,99.42887157,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42886629,1,0,99.42886629,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901192,1,0,99.42901192,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901189,1,0,99.42901189,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899057,1,0,99.42899057,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4289835,1,0,99.4289835,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42895313,1,0,99.42895313,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42892983,1,0,99.42892983,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42892679,1,0,99.42892679,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4289023,1,0,99.4289023,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42889038,1,0,99.42889038,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42885415,1,0,99.42885415,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900993,1,0,99.42900993,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900984,1,0,99.42900984,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898855,1,0,99.42898855,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898145,1,0,99.42898145,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4289511,1,0,99.4289511,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42892781,1,0,99.42892781,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42892474,1,0,99.42892474,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42889296,1,0,99.42889296,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42888833,1,0,99.42888833,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42885212,1,0,99.42885212,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42902869,1,0,99.42902869,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900783,1,0,99.42900783,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898064,1,0,99.42898064,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42897945,1,0,99.42897945,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42894911,1,0,99.42894911,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42894659,1,0,99.42894659,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42892275,1,0,99.42892275,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42889098,1,0,99.42889098,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42888633,1,0,99.42888633,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42885013,1,0,99.42885013,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42902667,1,0,99.42902667,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900584,1,0,99.42900584,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42897865,1,0,99.42897865,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42897744,1,0,99.42897744,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42894712,1,0,99.42894712,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42894448,1,0,99.42894448,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42892064,1,0,99.42892064,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42888888,1,0,99.42888888,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42888421,1,0,99.42888421,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42884802,1,0,99.42884802,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42902454,1,0,99.42902454,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900371,1,0,99.42900371,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42897655,1,0,99.42897655,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896769,1,0,99.42896769,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42894498,1,0,99.42894498,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42894243,1,0,99.42894243,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42891861,1,0,99.42891861,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42890755,1,0,99.42890755,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4288725,1,0,99.4288725,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42884602,1,0,99.42884602,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42902253,1,0,99.42902253,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900172,1,0,99.42900172,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899524,1,0,99.42899524,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896572,1,0,99.42896572,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42894303,1,0,99.42894303,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42894045,1,0,99.42894045,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42890959,1,0,99.42890959,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42890556,1,0,99.42890556,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42887052,1,0,99.42887052,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4288647,1,0,99.4288647,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42902053,1,0,99.42902053,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899402,1,0,99.42899402,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899324,1,0,99.42899324,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896374,1,0,99.42896374,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896168,1,0,99.42896168,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893846,1,0,99.42893846,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42890762,1,0,99.42890762,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42890356,1,0,99.42890356,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42886852,1,0,99.42886852,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4290389,1,0,99.4290389,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901854,1,0,99.42901854,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899203,1,0,99.42899203,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899106,1,0,99.42899106,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896157,1,0,99.42896157,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42895949,1,0,99.42895949,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893629,1,0,99.42893629,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42890545,1,0,99.42890545,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42890136,1,0,99.42890136,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42886635,1,0,99.42886635,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42903669,1,0,99.42903669,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901635,1,0,99.42901635,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898987,1,0,99.42898987,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898172,1,0,99.42898172,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42895958,1,0,99.42895958,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42895748,1,0,99.42895748,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893428,1,0,99.42893428,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42892401,1,0,99.42892401,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42889008,1,0,99.42889008,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42886437,1,0,99.42886437,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42903471,1,0,99.42903471,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901419,1,0,99.42901419,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900825,1,0,99.42900825,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42897954,1,0,99.42897954,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4289574,1,0,99.4289574,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42895529,1,0,99.42895529,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42892531,1,0,99.42892531,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42892182,1,0,99.42892182,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42888791,1,0,99.42888791,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42888271,1,0,99.42888271,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42903252,1,0,99.42903252,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900666,1,0,99.42900666,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900624,1,0,99.42900624,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42897756,1,0,99.42897756,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42897594,1,0,99.42897594,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4289533,1,0,99.4289533,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42892334,1,0,99.42892334,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42891983,1,0,99.42891983,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42888594,1,0,99.42888594,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42888072,1,0,99.42888072,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42903054,1,0,99.42903054,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4290047,1,0,99.4290047,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900426,1,0,99.42900426,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42897559,1,0,99.42897559,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42897394,1,0,99.42897394,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42895132,1,0,99.42895132,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42892136,1,0,99.42892136,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42891783,1,0,99.42891783,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42888395,1,0,99.42888395,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42887873,1,0,99.42887873,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42902855,1,0,99.42902855,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900273,1,0,99.42900273,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4289952,1,0,99.4289952,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4289736,1,0,99.4289736,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42897193,1,0,99.42897193,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42894932,1,0,99.42894932,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4289398,1,0,99.4289398,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42890694,1,0,99.42890694,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42888197,1,0,99.42888197,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42887673,1,0,99.42887673,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42902657,1,0,99.42902657,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42902115,1,0,99.42902115,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899322,1,0,99.42899322,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42897163,1,0,99.42897163,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896994,1,0,99.42896994,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42894079,1,0,99.42894079,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893782,1,0,99.42893782,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42890496,1,0,99.42890496,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42887994,1,0,99.42887994,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42887468,1,0,99.42887468,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901918,1,0,99.42901918,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901911,1,0,99.42901911,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42899119,1,0,99.42899119,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898998,1,0,99.42898998,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4289679,1,0,99.4289679,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893877,1,0,99.42893877,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893578,1,0,99.42893578,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42890294,1,0,99.42890294,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42889835,1,0,99.42889835,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4288727,1,0,99.4288727,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4290172,1,0,99.4290172,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901711,1,0,99.42901711,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4289892,1,0,99.4289892,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898796,1,0,99.42898796,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896591,1,0,99.42896591,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893679,1,0,99.42893679,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42893378,1,0,99.42893378,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42890095,1,0,99.42890095,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42889633,1,0,99.42889633,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42887071,1,0,99.42887071,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42901524,1,0,99.42901524,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4290151,1,0,99.4290151,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898722,1,0,99.42898722,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898597,1,0,99.42898597,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896393,1,0,99.42896393,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42895511,1,0,99.42895511,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42892323,1,0,99.42892323,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42889897,1,0,99.42889897,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42889434,1,0,99.42889434,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42886874,1,0,99.42886874,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42903354,1,0,99.42903354,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900633,1,0,99.42900633,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898526,1,0,99.42898526,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898399,1,0,99.42898399,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42896196,1,0,99.42896196,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42895313,1,0,99.42895313,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42892128,1,0,99.42892128,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42889702,1,0,99.42889702,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42889237,1,0,99.42889237,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42885888,1,0,99.42885888,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42903136,1,0,99.42903136,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900416,1,0,99.42900416,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42900334,1,0,99.42900334,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42898182,1,0,99.42898182,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4289534,1,0,99.4289534,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42895088,1,0,99.42895088,0,-1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42891904,1,0,99.42891904,0,-1,,,
